ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at,suspect_by_llm,suspect_category,suspect_priority,suspect_confidence,suspect_reason,llm_model
TK-0380,2024-10-26T15:47:24Z,Sterling Manufacturing,Growth,Discount code not applying at checkout,"Trying to apply the promo code GROW2024 that your sales rep gave us, but it says 'invalid code' at checkout. We were promised 20% off the first year. Can you apply this manually? We want to complete our upgrade today.",billing,low,"Code GROW2024 expired on 2024-12-31. Contacted sales rep (James M.) who confirmed the offer should be honored. Created new code GROW2024-EXT with same terms, valid through 2025-03-31. Customer applied successfully.",2024-10-27T18:17:19.636807Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0175,2024-08-14T13:37:06Z,Dawnbreak Studios,Enterprise,Where to find keyboard shortcuts documentation,Is there a list of keyboard shortcuts for Steadfast? I'd like to work faster without using the mouse so much. I found a couple shortcuts by accident (Ctrl+K for search) but want to know all of them.,account,high,"Shared keyboard shortcut reference (available in-app via ? key). Full list also at docs.steadfast.io/shortcuts. Key shortcuts: Ctrl+K (search), Ctrl+N (new task), Ctrl+Shift+L (list view), Ctrl+Shift+B (board view). Also mentioned the command palette feature.",2024-08-15T02:02:21.528506Z,True,False,True,0.97,"A simple question about where to find keyboard shortcuts documentation is clearly low priority, not high.",claude-sonnet-4-6
TK-0178,2024-08-14T19:00:56Z,Tidewater Shipping,Starter,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,low,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-08-15T11:31:50.739527Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0179,2024-08-15T15:32:11Z,NovaTech Solutions,Enterprise,SSO authentication issues this week,We've been experiencing intermittent SSO login failures since Monday. About 30% of login attempts fail with a redirect loop. Our Okta configuration hasn't changed. Clearing cookies helps temporarily but the issue returns. Affecting all our teams.,integration,high,Traced to a session cookie conflict between the SSO redirect and the app session handler. Updated the cookie domain scope and added a cache-busting parameter to the SSO callback URL. Login success rate back to 99.9%.,2024-08-16T12:37:17.927604Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0181,2024-08-16T12:30:01Z,Horizon Tech,Enterprise,Double-charged for last two months,"We've been double-charged for both January and February. Our bank shows two identical withdrawals of $2,340 each month. This is urgent — it's affecting our cash flow. Please investigate and process refunds immediately.",billing,high,"Investigated with payment processor. Root cause: duplicate webhook from Stripe during a retry window. Two refunds of $2,340 processed (REF-9912, REF-9913). Added idempotency check to prevent recurrence. ENG-4502 filed.",2024-08-17T07:15:16.075727Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0534,2024-12-27T02:44:10Z,Frostbyte Gaming,Growth,Requesting a copy of our annual contract,"Hi, I'm the new finance director at Frostbyte Gaming. I need a copy of our current annual contract for an internal audit. Could you send over the signed agreement and any amendments? We also need confirmation of our current per-seat pricing.",billing,low,"Sent signed contract (executed 2024-01-15) and Amendment #1 (2024-06-01) via secure link. Confirmed current pricing: $45/seat/month on Growth annual plan, 120 seats.",2024-12-28T12:19:53.543529Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0440,2024-11-12T18:50:45Z,Apex Retail Group,Enterprise,Team members can't see shared projects after joining,I've invited several new team members but they're saying they can't see any of the shared projects. I've added them to the team but projects aren't showing up. What am I missing? Do I need to add them to each project individually?,onboarding,medium,Newly invited members need to be added to the appropriate permission group that has project access. Default 'Member' role has no project access. Steps: Settings > Teams > Select team > Add to permission group with project visibility. Also recommended setting up auto-assignment rules so new members inherit the right access. Sent KB-1022.,2024-11-14T04:36:00.917663Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0358,2024-10-22T06:21:08Z,Evergreen SaaS,Starter,File upload silently fails for files over 10MB,"Trying to upload customer contracts (PDF, typically 15-25MB) and the upload appears to complete but the file never shows up in the document list. No error message. Smaller files under 10MB upload fine. We've tried multiple file types. Evergreen SaaS needs this for our document management workflow.",bug,high,The upload proxy had a 10MB body limit that wasn't surfaced to the UI. Increased limit to 50MB and added proper error messaging for files exceeding the limit. Also added a progress indicator for large uploads. Config: nginx client_max_body_size updated.,2024-10-22T16:04:13.882142Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0264,2024-09-23T14:37:43Z,Zenith Marketing,Growth,Data encryption at rest question,"For our SOC 2 compliance audit, we need documentation of how Steadfast encrypts data at rest. Specifically: encryption algorithm, key management process, and whether we can bring our own encryption keys (BYOK). Our auditors need this within 2 weeks.",security,low,"Sent our Security Whitepaper (v2024-Q4) which covers: AES-256 encryption at rest, AWS KMS for key management with automatic key rotation, envelope encryption for database fields. BYOK is available on Enterprise plan (requires setup call). Also sent our SOC 2 Type II report and CAIQ. Offered a call with our security team for auditor questions.",2024-09-24T07:39:27.687218Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0211,2024-08-31T16:43:45Z,ClearEdge Financial,Growth,Search is unusably slow with large datasets,"Global search across our workspace takes 15-20 seconds to return results. We have about 100,000 records. The search used to be instant when we had fewer records. At this point it's faster to manually browse than to search. Is there a way to speed this up?",performance,medium,The search index for the customer's workspace hadn't been rebalanced after a data migration. Triggered a search index rebuild (Elasticsearch reindex). Also enabled the search query cache for their workspace. Search time reduced to ~1s for most queries. Recommended using search filters to narrow scope for even faster results.,2024-09-02T10:04:47.552011Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0226,2024-09-07T15:14:25Z,ClearEdge Financial,Starter,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,medium,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2024-09-08T14:22:49.874664Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0231,2024-09-13T13:04:47Z,Meridian SaaS Group,Enterprise,CSV export has wrong data in some columns,"When we export our project data to CSV, some columns have incorrect data. Specifically, the 'assignee' column shows user IDs instead of names, and the 'status' column is blank for about 20% of rows. The data looks correct in the app. Export format seems broken.",bug,high,Two issues found: 1) The CSV serializer was using raw field values instead of display values for lookup fields (assignee). Fixed the serializer to resolve foreign keys. 2) Status was blank for tasks using custom statuses (not mapped in the export template). Added custom status mapping. Both fixed in v3.14.2.,2024-09-13T21:24:33.491727Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0325,2024-10-10T20:29:35Z,Tidewater Shipping,Starter,Need to set up role-based access control,"We're restructuring our Steadfast permissions and need to implement proper RBAC. We have 5 distinct roles: Admin, Manager, Team Lead, Contributor, and Viewer. Each should have different access levels to projects, reports, and settings. How do I set this up?",security,high,"Walked through RBAC setup: Admin > Permissions > Custom Roles. Created 5 role definitions with specific permission sets. Key permissions configured: project CRUD, report access, settings management, user management, billing access. Sent our RBAC configuration template. Recommended quarterly reviews of role assignments.",2024-10-11T08:41:07.332953Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0248,2024-09-18T10:18:10Z,Sapphire Data,Enterprise,Can we get a breakdown of our usage statistics?,"For our quarterly vendor review, we need detailed usage statistics for our Steadfast account: active users, tasks created, projects active, storage used, API call volume. Is there a dashboard or report for this?",account,high,"Generated a custom usage report from Admin > Analytics > Account Usage. Included: 487 active users (of 500 seats), 12,340 tasks created this quarter, 89 active projects, 45GB storage used, 1.2M API calls. Exported as PDF and CSV. Set up quarterly auto-report delivery to their admin email.",2024-09-20T00:05:47.340569Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0284,2024-09-28T01:37:25Z,Radiant Energy,Growth,General question about feature availability,Quick question — is the time tracking feature available on our plan? We'd like to start using it for our team's project work but I'm not sure if it's included or if we need to upgrade.,account,low,Time tracking is available on Growth and Enterprise plans. Customer is on Growth — directed to Settings > Features > Time Tracking to enable. Sent KB-1090 time tracking guide.,2024-09-25T01:37:25Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0290,2024-09-29T11:34:09Z,Summit Advisory,Starter,Where can I find the API documentation?,"Hi, we're new to Steadfast and our developers want to start building integrations. Where can I find the API documentation? I've looked through the help center but can't find comprehensive API docs. We need to understand the endpoints, authentication, and rate limits before we start building.",integration,low,"API documentation is at docs.steadfast.io/api. Shared direct links to: Authentication guide, REST API reference, Webhook documentation, Rate limiting details, and SDKs (Python, Node.js, Ruby). Also shared our Getting Started with the API tutorial (KB-1050) and invited them to our developer Slack community.",2024-10-01T10:04:59.541674Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0292,2024-09-30T08:55:50Z,Nexbridge Consulting,Growth,User permissions audit for compliance review,"We need to conduct a quarterly permissions audit. Is there a way to export a report showing all users, their roles, and what they have access to? We need this for both our internal audit and our upcoming ISO 27001 certification.",security,medium,"Admin > Reports > User Access Report generates the needed export. Includes: username, role, permission groups, project access, last login date. Export as CSV or PDF. For ISO 27001, also sent our access control documentation (KB-2015) and offered to provide our ISO 27001 certification letter (we're certified through 2025-09).",2024-10-01T17:31:31.862123Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0294,2024-10-03T23:10:56Z,ClearEdge Financial,Enterprise,AWS S3 backup integration failing silently,We configured the S3 backup integration last month but just realized no backups have actually been created. The integration status shows 'active' but the S3 bucket is empty. We need reliable backups for compliance. Can you investigate?,integration,medium,The S3 integration was failing on the PutObject call due to a bucket policy that required server-side encryption (SSE-KMS) but our integration was using SSE-S3. Updated the backup service to respect the customer's bucket encryption settings. First backup completed successfully. Added monitoring for backup job failures.,2024-10-05T17:11:02.038744Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0462,2024-11-24T05:12:44Z,Luminos AI,Growth,Multi-language support for customer portal,"We operate in 12 countries and our customer-facing portal needs to support multiple languages. Currently everything is English-only. At minimum we need Spanish, French, German, and Japanese. Is i18n on your roadmap?",feature_request,medium,Feature request FR-2945. Internationalization is a major initiative planned for H2 2025. Spanish and French are first priorities. Added customer to the i18n advisory group for input on translation priorities. Shared API option for custom label overrides as a partial workaround.,2024-11-24T19:40:27.760307Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0301,2024-10-06T13:37:24Z,Evergreen SaaS,Growth,Webhook retry logic doesn't exist,"We're using webhooks to sync Steadfast events to our internal system. When our endpoint is temporarily down, the webhook events are just lost — there's no retry logic. We missed critical updates last week during a 10-minute outage. We need automatic retries with exponential backoff.",integration,medium,Currently webhooks are fire-and-forget with no retry logic. Feature request FR-2970 logged for webhook retry with exponential backoff and dead letter queue. Workaround: use our event polling API endpoint (GET /v2/events?since=timestamp) as a fallback to catch missed webhooks. Also recommended implementing a queue on their side to buffer events.,2024-10-08T05:01:47.400200Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0304,2024-10-06T23:32:19Z,BrightPath Analytics,Growth,Report generation has slowed significantly,"Our custom analytics reports used to generate in about 30 seconds. Now they're taking 5-10 minutes. We run these reports daily for our executive team. The slowdown seems to correlate with the amount of data — our dataset has grown to about 200,000 records. Need this resolved.",performance,medium,The report query was hitting a full table scan on a table that grew past the query planner's statistics threshold. Updated table statistics and added a covering index for the most common report filters. Report generation back to ~30s for standard reports.,2024-10-07T18:47:04.538718Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0308,2024-10-07T00:56:26Z,Catalyst Robotics,Enterprise,Wrong amount on our latest invoice,"Our latest invoice shows $3,200 but our contract says $2,800/month. I've checked our user count and nothing has changed. This needs to be corrected before our accounts payable processes it. Can you send a revised invoice?",account,high,Reviewed invoice INV-2025-1102. Discrepancy was caused by a mid-cycle addon (advanced analytics module) added on Feb 15. Prorated charge of $400 is correct. Sent itemized breakdown. Customer confirmed the addon was authorized by their CTO.,2024-10-07T07:17:16.184908Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0320,2024-10-10T04:26:25Z,NovaTech Solutions,Enterprise,Login failures continue — SSO redirect problem,Following up on our SSO issue from last month. The problem has returned — users are hitting redirect loops when logging in through SSO. This time it's affecting about half our users. We implemented your previous suggestion of clearing cookies but it's not a sustainable fix.,security,critical,"Root cause identified as a race condition in the SAML assertion validation when multiple users authenticate simultaneously. Implemented a lock mechanism on the assertion consumer service. Also added connection pooling for the SSO validation service. Issue resolved, monitoring closely.",2024-10-10T23:38:33.022360Z,True,True,False,0.88,"An SSO redirect loop causing login failures is an authentication/access issue, not a security incident; it should be categorized under authentication or technical support rather than security.",claude-sonnet-4-6
TK-0364,2024-10-23T03:56:51Z,Velvet Commerce,Growth,Webhook notifications to Slack are delayed by hours,Our Slack webhook integration is delivering notifications with a 2-4 hour delay. Events happen in Steadfast and the Slack messages don't arrive until hours later. We depend on real-time alerts for our operations team. This has been going on for about a week.,integration,high,The Zapier webhook authentication was failing due to an expired API key. Regenerated the API key and updated the Zapier trigger configuration. Webhook events to Zapier should now be processed immediately without authentication failures.,2024-10-24T07:27:22.947442Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0386,2024-10-27T23:16:50Z,Ember Analytics,Starter,Slack notifications not posting to the right channel,We configured Slack notifications to post to #ops-alerts but they're going to #general instead. We've reconfigured it twice and it reverts each time. This is causing noise in our general channel and our ops team is missing critical alerts.,integration,medium,"Found a bug where the Slack channel selector was saving the channel name but not the channel ID. When Slack's API resolved the name, it was matching a different #general channel from a shared workspace. Fix: updated integration to store and use channel ID. Reconfigured correctly.",2024-10-28T10:02:55.077429Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0393,2024-10-29T03:02:22Z,Radiant Energy,Growth,Page loads are incredibly slow lately,"For the past week, every page in Steadfast takes between 30-45 seconds to load. Sometimes it just spins forever and we have to refresh. It's not our internet — everything else is fast. Our whole team of 50 people is affected. This is really impacting our productivity.",bug,high,Customer's workspace was hitting a database query bottleneck due to unoptimized custom field filters. Added index on the custom_fields join table. Also enabled CDN caching for static assets on their workspace. Load times reduced from 30-45s to 2-3s.,2024-10-29T18:06:36.738874Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0407,2024-11-01T06:58:02Z,Pinecrest Health,Growth,Need help understanding our billing cycle,Can you explain how our billing cycle works? We signed up mid-month and I'm confused about whether we get prorated for the first month or if we're charged for the full month.,bug,medium,Billing is prorated for the first month based on signup date. Subsequent months are full charges on the 1st. Sent detailed billing FAQ and invoice breakdown for their first month.,2024-10-30T14:58:02Z,True,True,False,0.97,"A billing question asking for an explanation of the billing cycle is clearly a billing/account inquiry, not a bug.",claude-sonnet-4-6
TK-0414,2024-11-05T11:13:29Z,Meridian SaaS Group,Growth,Export problems persist — data sync issue?,We're still having problems with data exports from Steadfast. This time the CSV export includes records that shouldn't be there — we're seeing tasks from other projects bleeding into our export. We're exporting Project Alpha but getting tasks from Project Beta too. This could be a data isolation problem.,integration,medium,The export filter was not properly scoping to the selected project when custom views were applied. The view filter and the export filter were being OR'd instead of AND'd. Fixed the query builder to properly intersect filters. Verified export isolation across all the customer's projects.,2024-11-06T21:14:38.521308Z,True,True,False,0.88,"The ticket describes a data export bug with potential data isolation issues, not an integration problem; it should be categorized as a bug or data/export issue.",claude-sonnet-4-6
TK-0469,2024-11-25T10:52:42Z,Northwind Logistics,Growth,Need help setting up Jira two-way sync,"We want to set up a two-way sync between Steadfast tasks and Jira issues. Specifically: when a task is created in Steadfast with the 'engineering' tag, it should create a Jira issue, and status changes should sync both ways. What's the best approach?",integration,medium,"Walked through the Jira integration setup: 1) Install Steadfast Jira plugin from Atlassian Marketplace, 2) Configure project mapping (Steadfast projects → Jira projects), 3) Set up field mappings and sync rules, 4) Enable bidirectional status sync. Sent detailed setup guide. Note: two-way sync requires Growth plan or higher.",2024-11-25T13:35:03.562215Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0434,2024-11-12T09:16:35Z,Foxglove Logistics,Growth,Not receiving email notifications for task assignments,Our team has stopped receiving email notifications when they're assigned to tasks. Notification settings are all enabled. We've checked spam folders — nothing there. This started about a week ago. We rely heavily on email notifications since not everyone checks the app regularly.,integration,medium,The customer's email domain was being rate-limited by our email service provider (SendGrid) due to a shared IP reputation issue. Moved the customer's notifications to a dedicated IP pool. Also found that 12 email addresses had hard-bounced and were being suppressed. Cleaned the suppression list after verifying the addresses were valid.,2024-11-13T07:54:43.404091Z,True,True,False,0.9,"Missing email notifications for task assignments is a notification/email delivery issue, not an integration issue.",claude-sonnet-4-6
TK-0506,2024-12-08T15:19:15Z,NovaTech Solutions,Growth,Would be great to have recurring tasks,"We have many tasks that repeat on a weekly or monthly basis — status reports, server checks, client check-ins. Right now we manually create these each time. A recurring task feature with customizable schedules would save us significant time.",feature_request,low,"Feature request FR-2938. Recurring tasks are on the roadmap for Q3. As a workaround, shared our Zapier integration template that creates tasks on a schedule using Zapier's recurring trigger. Not ideal but functional in the interim.",2024-12-08T22:02:23.514308Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0455,2024-11-22T08:18:42Z,Frostbyte Gaming,Enterprise,Potential data breach — unauthorized access detected,Our security monitoring detected successful logins from an IP address in Romania that doesn't belong to any of our employees. The account accessed appears to have downloaded several project files containing client PII. This may be a data breach and we need to contain it immediately.,security,critical,"Escalated to Tier 2 security team immediately. Actions taken: 1) Suspended the compromised account, 2) Revoked all active sessions for the workspace, 3) Enabled forced password reset for all users, 4) Provided access logs for the suspicious IP. Preliminary analysis: credentials likely obtained via phishing. Provided breach notification template and timeline for the customer's legal team.",2024-11-22T21:04:32.887582Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0460,2024-11-23T04:49:03Z,Beacon Analytics,Enterprise,API returning 500 error on POST /v2/tasks,Our integration is getting consistent 500 Internal Server Error responses when calling POST /v2/tasks. The request body is valid JSON matching your API spec. Started about 2 hours ago. GET requests work fine. This is blocking our automated task creation pipeline.,bug,critical,The GET /v2/reports endpoint was returning 500 errors due to a database connection pool exhaustion issue during peak hours. Increased the connection pool size from 20 to 50 and added connection timeout handling. The reports endpoint is responding normally now.,2024-11-24T23:30:37.690528Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0473,2024-11-25T17:38:50Z,BrightPath Analytics,Enterprise,Reports crashing with timeout error,"Following up on our slow reports issue. It's gotten worse — now reports are crashing completely with a 'Request Timeout' error after about 5 minutes. We can't generate any of our standard reports. This is our second time reporting this issue and it's impacting our daily operations. We need a permanent fix, not a band-aid.",bug,high,The previous index fix addressed the symptom but not the root cause. The report engine was loading entire result sets into memory. Refactored to stream results and paginate the aggregation. Also increased the gateway timeout from 300s to 600s for report endpoints. Reports now complete reliably in under 60s regardless of dataset size.,2024-11-27T14:27:54.769827Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0487,2024-11-30T03:32:32Z,Skyward Freight,Enterprise,Critical integration failure disrupting our supply chain,"Our Steadfast-to-SAP integration that drives our supply chain scheduling has been failing for the past 4 hours. Every minute this is down, we're accumulating delays in manufacturing orders. We're an Enterprise customer with an SLA and this is a P1 issue for us. Need someone on this NOW.",integration,critical,P1 escalation. SAP connector was failing due to an expired OAuth token that wasn't auto-refreshing. Root cause: a certificate rotation on the customer's SAP instance invalidated the stored credentials. Helped reconfigure the OAuth flow with new certificates. Backfilled 4 hours of missed sync events. Full pipeline restored in 47 minutes. Post-incident review scheduled.,2024-12-01T23:07:30.150396Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0515,2024-12-13T22:09:08Z,Foxglove Logistics,Growth,Email alerts missing again — different issue this time,"Email notifications have stopped working AGAIN. Last time you said it was a SendGrid issue and it was fixed. But now it's back and it's different — we're receiving some notifications but not others. Specifically, task assignment emails work but comment notifications and due date reminders don't come through at all.",bug,high,"The notification service had a queue processing bug where only 'high priority' events (task assignments) were being processed during high load, while 'normal priority' events (comments, reminders) were being dropped. Fixed the queue consumer to process all priority levels. Also added dead letter queue for failed notifications with retry logic.",2024-12-14T01:01:35.043341Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0516,2024-12-15T04:00:39Z,Aurora Creative,Enterprise,Need to export our project data for a board meeting,"I need to export a comprehensive project status report for our board of directors meeting next Friday. Need it as a PDF with charts showing progress, timeline, and budget utilization. Is there a built-in way to do this?",account,critical,"Guided through Reports > Executive Summary template. Customized with their specific project data, added Gantt chart and budget utilization views. Exported as PDF. Also set up a recurring monthly export for future board meetings. Sent formatting guide for executive reports.",2024-12-16T17:28:15.853692Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0520,2024-12-15T11:27:22Z,Primewave Telecom,Enterprise,Request for custom branding on our workspace,We'd like to add our company logo and brand colors to our Steadfast workspace. Is this possible? Just cosmetic changes — logo in the header and our brand blue (#003366) as the accent color.,feature_request,critical,Custom branding is available on Enterprise plan. Settings > Workspace > Branding. Uploaded customer's logo and configured accent color. Changes visible to all workspace users within 5 minutes.,2024-12-16T06:06:00.732755Z,True,False,True,0.95,A cosmetic branding customization request (logo and accent color) has no business-critical urgency and critical priority is clearly unwarranted.,claude-sonnet-4-6
TK-0524,2024-12-16T01:05:51Z,Aurora Creative,Growth,Need ability to bulk-assign tasks,"Currently I have to assign tasks one at a time. With 200+ tasks to reassign during our team restructure, this is extremely tedious. A bulk selection and assign feature would save us hours. Even a CSV import for assignments would work.",feature_request,low,"Feature request logged as FR-2904. Bulk operations are a priority for Q2. As a workaround, shared our API endpoint for batch task updates (POST /v2/tasks/batch) which can be used with a simple script. Sent example code.",2024-12-16T12:01:01.453758Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0526,2024-12-17T08:47:39Z,Helix Biotech,Starter,Mobile push notifications arriving hours late,"Push notifications on the mobile app are arriving 3-6 hours after the actual event. I get notified about task assignments and comments way after they happened. My notification settings are correct and I have all alerts enabled. Android phone, latest app version.",bug,medium,The email notification service was backed up due to a queue processing bottleneck. Scaled up the email worker pool from 2 to 8 instances and cleared the backlog. Email notifications should now arrive within minutes of the triggering event.,2024-12-17T17:34:19.937432Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0570,2025-01-04T01:31:52Z,Keystone Education,Growth,Confused by the permissions and roles setup,"I'm setting up Steadfast for our team and the permissions model is really confusing. What's the difference between roles, permission groups, and team permissions? How do they interact? I just want to make sure regular users can see their projects but can't delete anything or access admin settings.",security,low,"Explained the permission hierarchy: Roles (global access level) > Permission Groups (feature-level access) > Team Permissions (project-level). For their use case: set regular users as 'Member' role, create a 'Standard User' permission group with create/edit but no delete, and manage project visibility via team settings. Sent KB-1055 permission setup guide.",2025-01-04T20:51:30.093083Z,True,True,False,0.92,"A user asking how permissions and roles work is a 'how-to' or 'support' question, not a security incident or security configuration request warranting a 'security' category.",claude-sonnet-4-6
TK-0617,2025-01-18T22:44:25Z,Luminos AI,Enterprise,Question about the mobile app features,"A few of our team members want to use the mobile app. Before we roll it out, can you tell us what features are available on mobile vs desktop? We want to make sure they can at least view tasks, update statuses, and add comments.",account,high,"Shared mobile app feature comparison (KB-1070). Mobile supports: task viewing/editing, status updates, comments, file viewing (not upload), notifications, and basic reporting. Not available on mobile: admin settings, integration management, custom field configuration. Apps available on iOS 15+ and Android 12+.",2025-01-19T18:04:09.810608Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0624,2025-01-21T19:52:18Z,Redwood Pharma,Enterprise,SSO login failing with Okta — SAML assertion error,Our users are getting a SAML assertion error when trying to log in via Okta SSO. The error message says 'Invalid SAML Response: assertion signature mismatch'. This started after we renewed our Okta certificate last week. All 200 users are affected.,integration,critical,The Azure AD SSO integration needed the certificate updated after rotation. Uploaded the new certificate in Admin > Security > SSO > Azure AD Configuration and the SAML validation is passing now. Users should be able to log in normally.,2025-01-22T04:14:16.797330Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0633,2025-01-25T12:36:27Z,Pinecrest Health,Enterprise,How to configure automated task reminders,We want to set up automated reminders for tasks that are approaching their due date. Is there a way to configure this? We'd like reminders at 3 days and 1 day before the due date.,performance,low,"Automated reminders configurable in Settings > Notifications > Due Date Reminders. Options: 7d, 3d, 1d, same-day, overdue. Can set multiple. Also available per-project in project settings.",2025-01-25T02:36:27Z,True,True,False,0.97,"The ticket is about configuring notification/reminder settings, not a performance issue; it should be categorized as 'how-to' or 'configuration', not 'performance'.",claude-sonnet-4-6
TK-0648,2025-02-01T00:17:20Z,Cascade Dynamics,Growth,CSV export missing from reports page,We really need the ability to export our reports as CSV files. Right now the only option is PDF which doesn't work for our data analysis needs. We've been copying data manually into spreadsheets. It would be great if you could add a CSV export button to the reports page. Several people on our team have asked about this.,bug,medium,"Logged as feature request FR-2956. CSV export for reports is planned for Q3. As a workaround, customers can use the API endpoint GET /v2/reports/{id}/data to retrieve raw data in JSON format, which can be converted to CSV. Sent example script.",2025-02-02T08:03:53.767114Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0670,2025-02-10T23:37:14Z,Zenith Marketing,Growth,Would like to connect Steadfast with Monday.com,Our partner company uses Monday.com and we need to share project status between our two platforms. Is there a way to connect Steadfast with Monday.com? I didn't see it in the integrations marketplace. We'd need at minimum a way to sync task statuses and due dates.,integration,low,Monday.com integration is not currently available. Logged as feature request FR-2963. Recommended using Zapier as a bridge — sent a template Zap that syncs task creation and status changes between Steadfast and Monday.com. Also shared our API documentation for building a custom integration.,2025-02-12T21:59:00.300745Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0679,2025-02-13T01:37:39Z,Blackstone Ops,Enterprise,Updating our company address in the billing profile,"We moved offices last month and need to update the billing address on our account. New address is 500 Tech Way, Suite 300, Austin, TX 78701. Also need the address updated on future invoices.",billing,high,Updated billing address in Admin > Billing > Company Details. New address will appear on all future invoices. Previous invoices retain the old address (can generate amended versions if needed for accounting). Confirmed change with customer.,2025-02-13T19:07:07.179997Z,True,False,True,0.93,"Updating a billing address is a simple administrative change with no financial impact or urgency, making 'high' priority clearly inappropriate.",claude-sonnet-4-6
TK-0683,2025-02-13T03:32:49Z,Zenith Marketing,Growth,Data not appearing after Salesforce import,"We set up the Salesforce integration and ran an initial sync yesterday but none of the contact data has appeared in Steadfast. The integration dashboard shows the sync completed successfully but our contacts list is empty. We have about 5,000 contacts in Salesforce that should have synced.",bug,high,"The Salesforce sync completed but contacts were imported into a staging area (not the main contacts list). Customer needed to review and approve the import batch in Settings > Integrations > Salesforce > Pending Imports. Guided them through the approval process. All 5,000 contacts now visible.",2025-02-13T23:34:37.242206Z,True,True,False,0.92,"The issue was user error/misconfiguration (contacts in a pending approval queue, not a software bug), making 'bug' a clearly incorrect category; 'how-to' or 'user error' would be correct.",claude-sonnet-4-6
TK-0685,2025-02-13T17:18:47Z,Verdant Agriculture,Enterprise,Help configuring SSO with our identity provider,We just purchased Steadfast and need to set up SSO with our Okta instance before we can start rolling out to users. Our IT team has configured the Okta side but we're not sure what settings to use on the Steadfast side. Can you walk us through the SAML configuration?,security,medium,"Scheduled onboarding call for SSO setup. Provided SAML configuration details: ACS URL, Entity ID, certificate. Walked through Okta app configuration. SSO successfully tested with 3 pilot users. Sent post-setup verification checklist (KB-1045). Full rollout recommended after 1-week pilot.",2025-02-14T01:49:07.539825Z,False,False,False,0.0,,claude-sonnet-4-6
TK-0712,2025-02-18T16:09:33Z,Northwind Logistics,Enterprise,Production environment completely down,Our entire Steadfast workspace is inaccessible. All 500 users are getting 503 errors. This is our primary project management tool and we have critical deliverables due today. Our operations are at a standstill. Need immediate assistance.,performance,critical,Critical outage caused by a region-specific AWS availability zone failure affecting the customer's workspace shard. Initiated failover to secondary AZ within 8 minutes. Full service restored in 22 minutes. Sent post-incident report. Discussing multi-region deployment option for their account.,2025-02-20T03:15:36.387580Z,True,True,False,0.95,"A complete production outage affecting 500 users with 503 errors is clearly a 'bug' or 'outage' category, not a 'performance' issue.",claude-sonnet-4-6
