ticket_id,created_at,customer_name,plan,subject,body,category,priority,resolution,resolved_at
TK-0203,2024-08-27T14:52:52Z,Primewave Telecom,Starter,Data encryption at rest question,"For our SOC 2 compliance audit, we need documentation of how Steadfast encrypts data at rest. Specifically: encryption algorithm, key management process, and whether we can bring our own encryption keys (BYOK). Our auditors need this within 2 weeks.",security,high,"Sent our Security Whitepaper (v2024-Q4) which covers: AES-256 encryption at rest, AWS KMS for key management with automatic key rotation, envelope encryption for database fields. BYOK is available on Enterprise plan (requires setup call). Also sent our SOC 2 Type II report and CAIQ. Offered a call with our security team for auditor questions.",2024-08-29T08:26:51.282846Z
TK-0204,2024-08-27T15:33:23Z,ClearEdge Financial,Growth,API rate limit too low for our use case,We're hitting the 100 requests/minute API rate limit constantly. Our integration syncs data bidirectionally and needs at least 500 req/min during peak hours. We've already optimized our batching. Can the limit be raised or can we get a higher-tier API plan?,feature_request,high,Reviewed usage patterns. Increased rate limit to 300 req/min for their account (max for Growth plan). Recommended Enterprise plan for 1000 req/min limit. Also identified 3 API calls in their integration that could be replaced with a single batch endpoint to reduce volume by ~60%.,2024-08-29T05:14:17.850174Z
TK-0205,2024-08-28T08:19:32Z,ClearEdge Financial,Growth,Google Calendar integration showing duplicate events,Every meeting scheduled in Steadfast is creating two events in Google Calendar. It's been happening for about a week. Deleting one copy deletes both. Our team's calendars are a mess with all these duplicates. We have 50+ meetings a week so this is a significant problem.,integration,critical,"Root cause: a retry mechanism in the Google Calendar connector was not checking for idempotency. When the first API call succeeded but timed out, the retry created a duplicate. Added idempotency key to event creation requests. Cleaned up existing duplicates via batch API. Fix deployed in connector v1.9.2.",2024-08-29T20:40:36.510332Z
TK-0206,2024-08-28T09:20:37Z,Wavelength Media,Growth,Requesting a copy of our annual contract,"Hi, I'm the new finance director at Wavelength Media. I need a copy of our current annual contract for an internal audit. Could you send over the signed agreement and any amendments? We also need confirmation of our current per-seat pricing.",billing,medium,"Sent signed contract (executed 2024-01-15) and Amendment #1 (2024-06-01) via secure link. Confirmed current pricing: $45/seat/month on Growth annual plan, 120 seats.",2024-08-28T21:35:53.139417Z
TK-0208,2024-08-31T05:08:02Z,Verdant Agriculture,Starter,Two-factor auth codes not being sent,Several of our users are not receiving their 2FA codes via SMS when trying to log in. We've verified the phone numbers are correct. This has been happening intermittently for the past 3 days. Some users are completely locked out.,bug,critical,SMS delivery issue traced to our Twilio integration — the sending number was flagged as spam by some carriers after a volume spike. Switched to a verified toll-free number and implemented retry logic with fallback to email-based 2FA. All affected users can now log in.,2024-09-01T14:04:56.963044Z
TK-0211,2024-08-31T16:43:45Z,ClearEdge Financial,Growth,Search is unusably slow with large datasets,"Global search across our workspace takes 15-20 seconds to return results. We have about 100,000 records. The search used to be instant when we had fewer records. At this point it's faster to manually browse than to search. Is there a way to speed this up?",performance,medium,The search index for the customer's workspace hadn't been rebalanced after a data migration. Triggered a search index rebuild (Elasticsearch reindex). Also enabled the search query cache for their workspace. Search time reduced to ~1s for most queries. Recommended using search filters to narrow scope for even faster results.,2024-09-02T10:04:47.552011Z
TK-0215,2024-09-01T09:40:59Z,Oakcrest Partners,Starter,Dashboard takes 45+ seconds to load,"Our main dashboard has become extremely slow. It's taking over 45 seconds to load, sometimes timing out completely. This started about a week ago. We have a lot of data (50,000+ tasks, 200 users) but it was fine before. Is something wrong on your end?",performance,low,"Investigated and found the customer's dashboard had 12 widgets, several with unindexed custom field filters. Two issues: 1) A database query was doing a full table scan (added index on custom_field_values), 2) Widget data wasn't being cached. Added Redis caching for dashboard widget data (5-min TTL). Load time reduced from 45s to 3s.",2024-09-02T14:46:13.043892Z
TK-0219,2024-09-01T22:24:50Z,Blackstone Ops,Starter,HubSpot contact sync has data mapping errors,"Contacts synced from HubSpot are showing up with first and last names swapped. Also, the company field is mapping to the phone number field. This is messing up our CRM view. We've checked the field mapping in settings and it looks correct on our end.",integration,high,The HubSpot API changed their field key format in their latest update (firstname → first_name). Our mapping was using the old keys. Updated the field mapping configuration and added a validation layer for HubSpot API schema changes. Triggered a resync to correct the swapped fields.,2024-09-03T09:03:50.035837Z
TK-0221,2024-09-02T03:42:19Z,Northwind Logistics,Starter,Transfer account ownership to new admin,Our previous IT admin (jordan.smith@Northwind Logistics) has left the company. I'm the new admin and need full ownership transferred to me (alex.chen@Northwind Logistics). Jordan's account should be deactivated. What documentation do you need for this?,account,low,"Account ownership transfer requires: 1) Written request from a company officer (sent form), 2) Domain verification (confirmed alex.chen@ matches account domain). Transfer completed. Jordan's account deactivated. All API keys regenerated as a security precaution.",2024-09-02T13:42:02.523603Z
TK-0223,2024-09-06T12:37:10Z,Keystone Education,Enterprise,Double-charged for last two months,"We've been double-charged for both January and February. Our bank shows two identical withdrawals of $2,340 each month. This is urgent — it's affecting our cash flow. Please investigate and process refunds immediately.",billing,medium,"Investigated with payment processor. Root cause: duplicate webhook from Stripe during a retry window. Two refunds of $2,340 processed (REF-9912, REF-9913). Added idempotency check to prevent recurrence. ENG-4502 filed.",2024-09-08T08:15:53.722923Z
TK-0226,2024-09-07T15:14:25Z,ClearEdge Financial,Starter,First time setting up — need guidance,"Hi, we just signed up for Steadfast last week and I'm the admin responsible for getting everything set up. Feeling a bit overwhelmed. We have about 80 users to onboard. Where should I start? Is there a recommended setup sequence?",onboarding,medium,"Sent our Admin Onboarding Checklist (KB-1001). Recommended sequence: 1) Configure workspace settings, 2) Set up permission groups, 3) Create project templates, 4) Invite pilot group (5-10 users), 5) Run pilot for 1 week, 6) Full rollout. Offered a free onboarding call with our CS team. Scheduled for Thursday.",2024-09-08T14:22:49.874664Z
TK-0229,2024-09-10T19:31:17Z,Velvet Commerce,Growth,Need to enable IP allowlisting for our account,"Our security team requires that we restrict access to Steadfast from specific IP ranges only. We need to allowlist our office IPs and VPN ranges. Is this possible? If so, how do we configure it? This is a requirement for our security compliance.",security,high,"IP allowlisting is available on Enterprise plan. Settings: Admin > Security > IP Allowlist. Added customer's IP ranges: 203.0.113.0/24 (office), 198.51.100.0/24 (VPN). Note: ensure VPN IPs are included to avoid lockouts. Sent our IP restriction best practices doc (KB-2001).",2024-09-12T00:24:40.151178Z
TK-0231,2024-09-13T13:04:47Z,Meridian SaaS Group,Enterprise,CSV export has wrong data in some columns,"When we export our project data to CSV, some columns have incorrect data. Specifically, the 'assignee' column shows user IDs instead of names, and the 'status' column is blank for about 20% of rows. The data looks correct in the app. Export format seems broken.",bug,high,Two issues found: 1) The CSV serializer was using raw field values instead of display values for lookup fields (assignee). Fixed the serializer to resolve foreign keys. 2) Status was blank for tasks using custom statuses (not mapped in the export template). Added custom status mapping. Both fixed in v3.14.2.,2024-09-13T21:24:33.491727Z
TK-0235,2024-09-14T20:08:20Z,Blueshift Labs,Growth,Need to set up role-based access control,"We're restructuring our Steadfast permissions and need to implement proper RBAC. We have 5 distinct roles: Admin, Manager, Team Lead, Contributor, and Viewer. Each should have different access levels to projects, reports, and settings. How do I set this up?",security,medium,"Walked through RBAC setup: Admin > Permissions > Custom Roles. Created 5 role definitions with specific permission sets. Key permissions configured: project CRUD, report access, settings management, user management, billing access. Sent our RBAC configuration template. Recommended quarterly reviews of role assignments.",2024-09-16T12:20:26.265800Z
TK-0238,2024-09-16T03:24:05Z,Orbis Manufacturing,Growth,Report generation taking over 5 minutes,Running our monthly analytics report used to take about 30 seconds. Now it's taking over 5 minutes and sometimes fails with a timeout. The report covers all projects for the past month. We need this for our monthly executive review and it's becoming unreliable.,performance,low,Report query was joining across 6 tables without proper indexing on the date range filters. Added composite indexes for the most common report queries. Also implemented report result caching — recurring reports with the same parameters serve from cache. Report generation time back to ~30s. Added a progress indicator for long-running reports.,2024-09-16T14:07:57.297894Z
TK-0241,2024-09-17T04:46:07Z,Ember Analytics,Growth,Double-charged for last two months,"We've been double-charged for both January and February. Our bank shows two identical withdrawals of $2,340 each month. This is urgent — it's affecting our cash flow. Please investigate and process refunds immediately.",billing,medium,"Investigated with payment processor. Root cause: duplicate webhook from Stripe during a retry window. Two refunds of $2,340 processed (REF-9912, REF-9913). Added idempotency check to prevent recurrence. ENG-4502 filed.",2024-09-18T22:31:43.847200Z
TK-0245,2024-09-17T15:22:01Z,Foxglove Logistics,Enterprise,API response times have doubled in the last week,Our API integration is experiencing significant latency increases. Average response time went from ~200ms to ~500ms across all endpoints. This is impacting our real-time sync. We haven't changed anything on our end. Is there a platform-wide performance issue?,performance,high,Correlated with a database migration that was running during off-peak hours but bleeding into business hours. The migration was rebalancing table partitions. Paused the migration during business hours (9 AM - 6 PM ET) and scheduled completion for weekend. API latency back to normal (~200ms). Will monitor during next maintenance window.,2024-09-17T18:52:18.817103Z
TK-0248,2024-09-18T10:18:10Z,Sapphire Data,Enterprise,Can we get a breakdown of our usage statistics?,"For our quarterly vendor review, we need detailed usage statistics for our Steadfast account: active users, tasks created, projects active, storage used, API call volume. Is there a dashboard or report for this?",account,high,"Generated a custom usage report from Admin > Analytics > Account Usage. Included: 487 active users (of 500 seats), 12,340 tasks created this quarter, 89 active projects, 45GB storage used, 1.2M API calls. Exported as PDF and CSV. Set up quarterly auto-report delivery to their admin email.",2024-09-20T00:05:47.340569Z
TK-0252,2024-09-20T03:31:22Z,Nexbridge Consulting,Growth,Confused about workspace vs project structure,"I'm trying to organize our company in Steadfast but I'm confused about the hierarchy. What's the difference between a workspace, a space, and a project? We have 4 departments each with multiple teams. How should I structure this? Don't want to set it up wrong and have to redo everything.",onboarding,high,"Explained the hierarchy: Workspace (company-level) > Spaces (departments) > Projects (team/initiative-level). For their setup: 4 spaces for departments, projects within each for ongoing initiatives. Sent our 'Workspace Architecture Guide' (KB-1008). Recommended starting with one department as a pilot.",2024-09-21T17:12:24.706222Z
TK-0253,2024-09-20T21:19:55Z,Catalyst Robotics,Growth,Setting up SSO for our organization,We'd like to enable SSO using our company's Azure AD. I've read the docs but I'm getting stuck on the SAML configuration — specifically the assertion consumer service URL and the entity ID. Can someone help me get this configured?,account,low,"Scheduled a 30-minute screen share to walk through SSO setup. Key settings: ACS URL is https://app.steadfast.io/auth/saml/callback, Entity ID is https://app.steadfast.io/saml/metadata. Helped configure attribute mappings (email, firstName, lastName, department). SSO working after the call. Sent config doc for reference.",2024-09-22T07:51:06.885428Z
TK-0256,2024-09-20T22:23:04Z,Meridian SaaS Group,Growth,Account locked after too many login attempts,My account got locked after entering the wrong password too many times (I recently changed it). I can't access the password reset because my email on file is my old work email. I need to get back in ASAP — I have a client presentation in 2 hours.,account,high,Identity verified via security questions and account ownership confirmation (matching company domain + role). Unlocked account and sent password reset to verified alternate email. Updated primary email on file. Recommended enabling SSO to avoid future lockouts.,2024-09-22T06:51:47.833726Z
TK-0259,2024-09-21T09:50:34Z,Cobalt Learning,Enterprise,Google Calendar integration showing duplicate events,Every meeting scheduled in Steadfast is creating two events in Google Calendar. It's been happening for about a week. Deleting one copy deletes both. Our team's calendars are a mess with all these duplicates. We have 50+ meetings a week so this is a significant problem.,integration,high,"Root cause: a retry mechanism in the Google Calendar connector was not checking for idempotency. When the first API call succeeded but timed out, the retry created a duplicate. Added idempotency key to event creation requests. Cleaned up existing duplicates via batch API. Fix deployed in connector v1.9.2.",2024-09-22T02:56:11.062143Z
TK-0260,2024-09-22T22:23:09Z,NovaTech Solutions,Starter,Confused about workspace vs project structure,"I'm trying to organize our company in Steadfast but I'm confused about the hierarchy. What's the difference between a workspace, a space, and a project? We have 4 departments each with multiple teams. How should I structure this? Don't want to set it up wrong and have to redo everything.",onboarding,high,"Explained the hierarchy: Workspace (company-level) > Spaces (departments) > Projects (team/initiative-level). For their setup: 4 spaces for departments, projects within each for ongoing initiatives. Sent our 'Workspace Architecture Guide' (KB-1008). Recommended starting with one department as a pilot.",2024-09-23T16:52:30.529485Z
TK-0264,2024-09-23T14:37:43Z,Zenith Marketing,Growth,Data encryption at rest question,"For our SOC 2 compliance audit, we need documentation of how Steadfast encrypts data at rest. Specifically: encryption algorithm, key management process, and whether we can bring our own encryption keys (BYOK). Our auditors need this within 2 weeks.",security,low,"Sent our Security Whitepaper (v2024-Q4) which covers: AES-256 encryption at rest, AWS KMS for key management with automatic key rotation, envelope encryption for database fields. BYOK is available on Enterprise plan (requires setup call). Also sent our SOC 2 Type II report and CAIQ. Offered a call with our security team for auditor questions.",2024-09-24T07:39:27.687218Z
TK-0267,2024-09-24T11:31:55Z,Beacon Analytics,Growth,Requesting audit log for admin actions,"For compliance purposes, we need a detailed audit log of all admin actions — user provisioning, permission changes, data exports, configuration changes. Currently there's no way to see who changed what and when. This is a requirement for our SOC 2 audit.",feature_request,critical,Feature request FR-2931. Audit logging is in development for Enterprise plan (target: end of Q2). Shared our current admin activity report (Settings > Admin > Activity) which covers user management actions but not all configuration changes. Recommended Enterprise upgrade for full audit trail when available.,2024-09-26T05:05:58.599861Z
TK-0268,2024-09-25T07:13:34Z,Beacon Analytics,Starter,How to import data from our old project management tool,"We're migrating from Asana to Steadfast. We have about 2,000 tasks across 15 projects that need to come over. Is there an import tool? We also need to preserve assignees, due dates, and custom fields if possible. What format does the import expect?",onboarding,low,"Shared our migration guide (KB-1015). Three options: 1) CSV import (manual but flexible), 2) Asana direct import tool (Settings > Import > Asana), 3) API-based migration for full fidelity. Recommended option 2 for their volume. Custom field mapping supported for up to 20 fields. Offered migration assistance session.",2024-09-27T02:47:01.024676Z
TK-0272,2024-09-25T15:12:23Z,Zenith Marketing,Growth,Tax exemption certificate not being applied,We submitted our tax exemption certificate three months ago but our invoices still show sales tax. We're a registered nonprofit and shouldn't be charged tax. This has been an ongoing issue. Can you escalate this?,billing,low,Found the tax exemption certificate was uploaded but not linked to the billing profile due to a mismatch in EIN. Corrected the linking. Applied retroactive tax credits for the last 3 invoices totaling $847.22. Future invoices will reflect exempt status.,2024-09-26T16:32:02.486668Z
TK-0275,2024-09-25T21:03:22Z,Nexbridge Consulting,Enterprise,Search results include deleted items,"When I search for contacts in the CRM module, I'm seeing contacts that were deleted weeks ago. They show up in search results but clicking on them gives a 404 error. This is confusing for our sales team who think these are active leads.",bug,high,The search index wasn't being updated on soft-delete operations. The Elasticsearch index still contained documents with deleted_at timestamps. Ran a reindex job and added a filter to exclude soft-deleted records. Search results now clean.,2024-09-26T17:44:08.047946Z
TK-0277,2024-09-26T02:57:15Z,Pinecrest Health,Starter,Can't drag and drop tasks in board view,"The kanban board view doesn't allow drag and drop anymore. When I try to move a task to a different column, it snaps back to its original position. This works in list view (I can change status there) but the board interaction is broken. Really frustrating.",bug,high,A CSS z-index conflict with the new toolbar overlay was blocking pointer events on the drag layer. Fixed the stacking context. Also found and fixed a race condition where the optimistic UI update was being overwritten by a stale WebSocket message. Fix in v3.14.3.,2024-09-27T20:04:03.560393Z
TK-0278,2024-09-26T09:20:17Z,Skyward Freight,Starter,API rate limit too low for our use case,We're hitting the 100 requests/minute API rate limit constantly. Our integration syncs data bidirectionally and needs at least 500 req/min during peak hours. We've already optimized our batching. Can the limit be raised or can we get a higher-tier API plan?,feature_request,medium,Reviewed usage patterns. Increased rate limit to 300 req/min for their account (max for Growth plan). Recommended Enterprise plan for 1000 req/min limit. Also identified 3 API calls in their integration that could be replaced with a single batch endpoint to reduce volume by ~60%.,2024-09-26T11:59:19.969618Z
TK-0282,2024-09-27T02:20:07Z,Granite Construction Co.,Growth,Setting up SSO for our organization,We'd like to enable SSO using our company's Azure AD. I've read the docs but I'm getting stuck on the SAML configuration — specifically the assertion consumer service URL and the entity ID. Can someone help me get this configured?,account,medium,"Scheduled a 30-minute screen share to walk through SSO setup. Key settings: ACS URL is https://app.steadfast.io/auth/saml/callback, Entity ID is https://app.steadfast.io/saml/metadata. Helped configure attribute mappings (email, firstName, lastName, department). SSO working after the call. Sent config doc for reference.",2024-09-28T12:31:22.898232Z
TK-0284,2024-09-28T01:37:25Z,Radiant Energy,Growth,General question about feature availability,Quick question — is the time tracking feature available on our plan? We'd like to start using it for our team's project work but I'm not sure if it's included or if we need to upgrade.,account,low,Time tracking is available on Growth and Enterprise plans. Customer is on Growth — directed to Settings > Features > Time Tracking to enable. Sent KB-1090 time tracking guide.,2024-09-25T01:37:25Z
TK-0288,2024-09-28T23:56:45Z,Skyward Freight,Starter,Question about enterprise pricing tiers,We're evaluating whether to upgrade from Growth to Enterprise. Can you send over the current Enterprise pricing structure? Specifically interested in volume discounts for 500+ seats and what's included in the Enterprise SLA. Thanks!,billing,medium,"Sent Enterprise pricing sheet (v2024-Q4). Key points: $38/seat/month at 500+ seats, 99.95% SLA, dedicated CSM, priority support queue. Looped in sales (Sarah K.) for a deeper pricing conversation.",2024-09-30T20:20:11.613483Z
TK-0290,2024-09-29T11:34:09Z,Summit Advisory,Starter,Where can I find the API documentation?,"Hi, we're new to Steadfast and our developers want to start building integrations. Where can I find the API documentation? I've looked through the help center but can't find comprehensive API docs. We need to understand the endpoints, authentication, and rate limits before we start building.",integration,low,"API documentation is at docs.steadfast.io/api. Shared direct links to: Authentication guide, REST API reference, Webhook documentation, Rate limiting details, and SDKs (Python, Node.js, Ruby). Also shared our Getting Started with the API tutorial (KB-1050) and invited them to our developer Slack community.",2024-10-01T10:04:59.541674Z
TK-0292,2024-09-30T08:55:50Z,Nexbridge Consulting,Growth,User permissions audit for compliance review,"We need to conduct a quarterly permissions audit. Is there a way to export a report showing all users, their roles, and what they have access to? We need this for both our internal audit and our upcoming ISO 27001 certification.",security,medium,"Admin > Reports > User Access Report generates the needed export. Includes: username, role, permission groups, project access, last login date. Export as CSV or PDF. For ISO 27001, also sent our access control documentation (KB-2015) and offered to provide our ISO 27001 certification letter (we're certified through 2025-09).",2024-10-01T17:31:31.862123Z
TK-0293,2024-09-30T13:56:11Z,Mosaic Creative,Starter,Cancellation and final billing inquiry,We've decided to move to a different platform. Please process our cancellation effective end of this billing cycle. Also need confirmation of what our final invoice will look like — we don't want any surprise charges after cancellation.,billing,critical,Processed cancellation request. Account set to downgrade at cycle end (2025-04-01). Final invoice will include usage through March 31 only. No early termination fee on monthly plan. Sent confirmation email with detailed final invoice preview.,2024-10-01T18:25:16.717018Z
TK-0294,2024-10-03T23:10:56Z,ClearEdge Financial,Enterprise,AWS S3 backup integration failing silently,We configured the S3 backup integration last month but just realized no backups have actually been created. The integration status shows 'active' but the S3 bucket is empty. We need reliable backups for compliance. Can you investigate?,integration,medium,The S3 integration was failing on the PutObject call due to a bucket policy that required server-side encryption (SSE-KMS) but our integration was using SSE-S3. Updated the backup service to respect the customer's bucket encryption settings. First backup completed successfully. Added monitoring for backup job failures.,2024-10-05T17:11:02.038744Z
TK-0296,2024-10-05T03:03:31Z,Oakcrest Partners,Starter,User permissions audit for compliance review,"We need to conduct a quarterly permissions audit. Is there a way to export a report showing all users, their roles, and what they have access to? We need this for both our internal audit and our upcoming ISO 27001 certification.",security,medium,"Admin > Reports > User Access Report generates the needed export. Includes: username, role, permission groups, project access, last login date. Export as CSV or PDF. For ISO 27001, also sent our access control documentation (KB-2015) and offered to provide our ISO 27001 certification letter (we're certified through 2025-09).",2024-10-05T12:57:53.198704Z
TK-0297,2024-10-05T05:21:05Z,Nimbus Health,Growth,Multi-language support for customer portal,"We operate in 12 countries and our customer-facing portal needs to support multiple languages. Currently everything is English-only. At minimum we need Spanish, French, German, and Japanese. Is i18n on your roadmap?",feature_request,low,Feature request FR-2945. Internationalization is a major initiative planned for H2 2025. Spanish and French are first priorities. Added customer to the i18n advisory group for input on translation priorities. Shared API option for custom label overrides as a partial workaround.,2024-10-05T15:42:57.680345Z
TK-0301,2024-10-06T13:37:24Z,Evergreen SaaS,Growth,Webhook retry logic doesn't exist,"We're using webhooks to sync Steadfast events to our internal system. When our endpoint is temporarily down, the webhook events are just lost — there's no retry logic. We missed critical updates last week during a 10-minute outage. We need automatic retries with exponential backoff.",integration,medium,Currently webhooks are fire-and-forget with no retry logic. Feature request FR-2970 logged for webhook retry with exponential backoff and dead letter queue. Workaround: use our event polling API endpoint (GET /v2/events?since=timestamp) as a fallback to catch missed webhooks. Also recommended implementing a queue on their side to buffer events.,2024-10-08T05:01:47.400200Z
TK-0304,2024-10-06T23:32:19Z,BrightPath Analytics,Growth,Report generation has slowed significantly,"Our custom analytics reports used to generate in about 30 seconds. Now they're taking 5-10 minutes. We run these reports daily for our executive team. The slowdown seems to correlate with the amount of data — our dataset has grown to about 200,000 records. Need this resolved.",performance,medium,The report query was hitting a full table scan on a table that grew past the query planner's statistics threshold. Updated table statistics and added a covering index for the most common report filters. Report generation back to ~30s for standard reports.,2024-10-07T18:47:04.538718Z
TK-0308,2024-10-07T00:56:26Z,Catalyst Robotics,Enterprise,Wrong amount on our latest invoice,"Our latest invoice shows $3,200 but our contract says $2,800/month. I've checked our user count and nothing has changed. This needs to be corrected before our accounts payable processes it. Can you send a revised invoice?",account,high,Reviewed invoice INV-2025-1102. Discrepancy was caused by a mid-cycle addon (advanced analytics module) added on Feb 15. Prorated charge of $400 is correct. Sent itemized breakdown. Customer confirmed the addon was authorized by their CTO.,2024-10-07T07:17:16.184908Z
TK-0310,2024-10-07T05:41:14Z,Ironclad Security,Starter,Question about enterprise pricing tiers,We're evaluating whether to upgrade from Growth to Enterprise. Can you send over the current Enterprise pricing structure? Specifically interested in volume discounts for 500+ seats and what's included in the Enterprise SLA. Thanks!,billing,high,"Sent Enterprise pricing sheet (v2024-Q4). Key points: $38/seat/month at 500+ seats, 99.95% SLA, dedicated CSM, priority support queue. Looped in sales (Sarah K.) for a deeper pricing conversation.",2024-10-08T12:21:08.535887Z
TK-0314,2024-10-07T14:32:25Z,Cobalt Learning,Growth,Tax exemption certificate not being applied,We submitted our tax exemption certificate three months ago but our invoices still show sales tax. We're a registered nonprofit and shouldn't be charged tax. This has been an ongoing issue. Can you escalate this?,billing,high,Found the tax exemption certificate was uploaded but not linked to the billing profile due to a mismatch in EIN. Corrected the linking. Applied retroactive tax credits for the last 3 invoices totaling $847.22. Future invoices will reflect exempt status.,2024-10-09T11:44:42.670438Z
TK-0316,2024-10-08T00:11:34Z,Velvet Commerce,Starter,Cancellation and final billing inquiry,We've decided to move to a different platform. Please process our cancellation effective end of this billing cycle. Also need confirmation of what our final invoice will look like — we don't want any surprise charges after cancellation.,billing,high,Processed cancellation request. Account set to downgrade at cycle end (2025-04-01). Final invoice will include usage through March 31 only. No early termination fee on monthly plan. Sent confirmation email with detailed final invoice preview.,2024-10-09T14:10:57.203762Z
TK-0320,2024-10-10T04:26:25Z,NovaTech Solutions,Enterprise,Login failures continue — SSO redirect problem,Following up on our SSO issue from last month. The problem has returned — users are hitting redirect loops when logging in through SSO. This time it's affecting about half our users. We implemented your previous suggestion of clearing cookies but it's not a sustainable fix.,security,critical,"Root cause identified as a race condition in the SAML assertion validation when multiple users authenticate simultaneously. Implemented a lock mechanism on the assertion consumer service. Also added connection pooling for the SSO validation service. Issue resolved, monitoring closely.",2024-10-10T23:38:33.022360Z
TK-0324,2024-10-10T15:04:17Z,Mosaic Creative,Growth,Question about data retention after downgrade,"We're considering downgrading from Enterprise to Growth. What happens to our data? Specifically: archived projects, custom fields, and integration configurations. Will we lose anything? Need to understand the full impact before making a decision.",account,low,"Detailed the downgrade impact: archived projects remain accessible (read-only for those exceeding Growth limits), custom fields preserved but limited to 20 (currently using 34), integrations limited to 5 active (currently 12). Sent full comparison doc. Recommended exporting before downgrade as a safety measure.",2024-10-12T07:07:57.623624Z
TK-0325,2024-10-10T20:29:35Z,Tidewater Shipping,Starter,Need to set up role-based access control,"We're restructuring our Steadfast permissions and need to implement proper RBAC. We have 5 distinct roles: Admin, Manager, Team Lead, Contributor, and Viewer. Each should have different access levels to projects, reports, and settings. How do I set this up?",security,high,"Walked through RBAC setup: Admin > Permissions > Custom Roles. Created 5 role definitions with specific permission sets. Key permissions configured: project CRUD, report access, settings management, user management, billing access. Sent our RBAC configuration template. Recommended quarterly reviews of role assignments.",2024-10-11T08:41:07.332953Z
TK-0327,2024-10-11T04:11:16Z,Sapphire Data,Starter,Would love a dark mode option,We have several developers on our team who work late hours and the bright white interface is tough on the eyes. Is there any plan to add a dark mode? Even a simple theme toggle would be great. Several of our team members have asked about this.,feature_request,high,Logged as feature request FR-2891. Dark mode is on the Q3 roadmap (currently in design phase). Added customer to the beta notification list. Shared the public roadmap link for tracking.,2024-10-11T19:03:07.445619Z
TK-0329,2024-10-13T00:47:17Z,Horizon Tech,Starter,REST API returning 429 errors during peak hours,We're getting 429 (Too Many Requests) errors from your API between 9-11 AM when our team is most active. We're making about 200 requests per minute across our integration services. The rate limit headers show a 100/min limit. This is blocking our automated workflows.,integration,medium,Current rate limit for Growth plan is 100 req/min. Analyzed their usage pattern and found redundant polling that could be replaced with webhooks. Helped restructure to use webhooks for real-time events and reduce API polling to 40 req/min. Also applied a temporary rate limit bump to 200/min while they implement changes.,2024-10-13T18:04:49.056666Z
TK-0332,2024-10-14T21:52:00Z,Radiant Energy,Growth,Dashboard shows wrong numbers since yesterday,Our analytics dashboard has been showing completely wrong numbers since yesterday morning. Revenue figures are about 3x what they should be. Multiple team members are seeing the same thing. We rely on this for daily standups. This is really disruptive.,bug,low,Identified a data aggregation bug introduced in v3.14.2 (deployed March 10). The revenue rollup was double-counting transactions with multiple line items. Hotfix deployed in v3.14.3. Dashboard numbers now correct. Verified with customer.,2024-10-15T10:10:51.190643Z
TK-0336,2024-10-15T13:34:48Z,Dawnbreak Studios,Enterprise,Need to enable IP allowlisting for our account,"Our security team requires that we restrict access to Steadfast from specific IP ranges only. We need to allowlist our office IPs and VPN ranges. Is this possible? If so, how do we configure it? This is a requirement for our security compliance.",security,high,"IP allowlisting is available on Enterprise plan. Settings: Admin > Security > IP Allowlist. Added customer's IP ranges: 203.0.113.0/24 (office), 198.51.100.0/24 (VPN). Note: ensure VPN IPs are included to avoid lockouts. Sent our IP restriction best practices doc (KB-2001).",2024-10-15T20:20:44.253717Z
TK-0340,2024-10-16T13:04:38Z,Beacon Analytics,Growth,Setting up SSO for our organization,We'd like to enable SSO using our company's Azure AD. I've read the docs but I'm getting stuck on the SAML configuration — specifically the assertion consumer service URL and the entity ID. Can someone help me get this configured?,account,high,"Scheduled a 30-minute screen share to walk through SSO setup. Key settings: ACS URL is https://app.steadfast.io/auth/saml/callback, Entity ID is https://app.steadfast.io/saml/metadata. Helped configure attribute mappings (email, firstName, lastName, department). SSO working after the call. Sent config doc for reference.",2024-10-16T18:23:33.702236Z
TK-0343,2024-10-17T23:01:25Z,Apex Retail Group,Enterprise,Requesting a copy of our annual contract,"Hi, I'm the new finance director at Apex Retail Group. I need a copy of our current annual contract for an internal audit. Could you send over the signed agreement and any amendments? We also need confirmation of our current per-seat pricing.",billing,high,"Sent signed contract (executed 2024-01-15) and Amendment #1 (2024-06-01) via secure link. Confirmed current pricing: $45/seat/month on Growth annual plan, 120 seats.",2024-10-18T10:41:13.674749Z
TK-0345,2024-10-18T09:44:30Z,Zenith Marketing,Starter,Best practices for setting up workflows,"We want to use Steadfast's workflow automation but need guidance on best practices. We have about 10 standard processes we want to automate — things like approval chains, task escalation, and notification rules. Where should I start? Any templates available?",onboarding,medium,"Sent our Workflow Best Practices guide (KB-1030). Recommended starting with their simplest process to learn the builder. Shared 5 workflow templates: approval chain, task escalation, SLA notification, onboarding sequence, and review cycle. Key tip: test workflows in their sandbox workspace first. Offered a workflow design session.",2024-10-19T14:10:58.855638Z
TK-0349,2024-10-19T14:26:52Z,Dawnbreak Studios,Starter,Date picker showing wrong month on first click,"When I click on any date picker field, it opens to January 2020 instead of the current month. I have to manually scroll forward to get to the right month. This happens everywhere — task due dates, filter date ranges, report parameters. Minor but really annoying.",bug,medium,The date picker library (react-datepicker) initialization was using a stale default. Updated the defaultDate prop to use Date.now(). Verified across all 14 date picker instances in the app. Shipped in v3.14.1.,2024-10-20T16:03:24.205780Z
